マップデータ				
string Node Prefix	int サイズ.values	int マップ位置.values	string 種別	int 番号
		14		
ホルスの宇宙戦艦.データ.００２２		16	箱	22
		11		
ホルスの宇宙戦艦.データ.００２３		16	道（┌）	
		12		
ホルスの宇宙戦艦.データ.００２４		16	道（│）	
		13		
ホルスの宇宙戦艦.データ.００２５		16	道（┘）	
		14		
ホルスの宇宙戦艦.データ.００２６		17	道（┐）	
		11		
ホルスの宇宙戦艦.データ.００２７		17	箱	30
		12		
ホルスの宇宙戦艦.データ.００２８		18	道（┐）	
		12		
ホルスの宇宙戦艦.データ.００２９		18	道（└）	
		13		
ホルスの宇宙戦艦.データ.００３０		19	箱	40
		13		
ホルスの宇宙戦艦.データ.００３１		20	道（─）	
		13		
ホルスの宇宙戦艦.データ.００３２		21	道（─）	
		13		
ホルスの宇宙戦艦.データ.００３３		22	箱	50
		13		
ホルスの宇宙戦艦.データ.００３４		23	道（┌）	
		12		
ホルスの宇宙戦艦.データ.００３５		23	道（┘）	
		13		
ホルスの宇宙戦艦.データ.００３６		24	道（─）	
		12		
ホルスの宇宙戦艦.データ.００３７		25	道（┌）	
		11		
ホルスの宇宙戦艦.データ.００３８		25	箱	60
		12		
ホルスの宇宙戦艦.データ.００３９		25	道（└）	
		13		
ホルスの宇宙戦艦.データ.００４０		26	道（─）	
		11		
ホルスの宇宙戦艦.データ.００４１		26	道（─）	
		13		
ホルスの宇宙戦艦.データ.００４２		27	箱	62
		11		
ホルスの宇宙戦艦.データ.００４３		27	道（─）	
		13		
ホルスの宇宙戦艦.データ.００４４		28	道（┐）	
		11		
ホルスの宇宙戦艦.データ.００４５		28	箱	100
		12		
ホルスの宇宙戦艦.データ.００４６		28	道（┘）	
		13		
ホルスの宇宙戦艦.データ.００４７		29	道（─）	
		12		
ホルスの宇宙戦艦.データ.００４８		30	箱	105
		12		
ホルスの宇宙戦艦.データ.００４９		31	道（─）	
		12		
ホルスの宇宙戦艦.データ.００５０		32	箱	110
		12		
ホルスの宇宙戦艦.データ.００５１		33	道（─）	
		12		
ホルスの宇宙戦艦.データ.００５２		34	箱	120
		12		
ホルスの宇宙戦艦.データ.００５３		35	道（┐）	
		12		
ホルスの宇宙戦艦.データ.００５４		35	道（│）	
		13		
ホルスの宇宙戦艦.データ.００５５		35	道（└）	
		14		
ホルスの宇宙戦艦.データ.００５６		36	道（┌）	
		11		
ホルスの宇宙戦艦.データ.００５７		36	道（│）	
		12		
ホルスの宇宙戦艦.データ.００５８		36	道（│）	
		13		
ホルスの宇宙戦艦.データ.００５９		36	道（┘）	
		14		
ホルスの宇宙戦艦.データ.００６０		37	道（┐）	
		11		
ホルスの宇宙戦艦.データ.００６１		37	道（│）	
		12		
ホルスの宇宙戦艦.データ.００６２		37	道（└）	
		13		
ホルスの宇宙戦艦.データ.００６３		38	道（┌）	
		12		
ホルスの宇宙戦艦.データ.００６４		38	道（┘）	
		13		
ホルスの宇宙戦艦.データ.００６５		39	道（┐）	
		12		
ホルスの宇宙戦艦.データ.００６６		39	道（└）	
		13		
ホルスの宇宙戦艦.データ.００６７		40	道（┌）	
		12		
ホルスの宇宙戦艦.データ.００６８		40	道（┘）	
		13		
ホルスの宇宙戦艦.データ.００６９		41	箱	130
		12		
ホルスの宇宙戦艦.データ.００７０		41	道（│）	
		13		
ホルスの宇宙戦艦.データ.００７１		41	道（└）	
		14		
ホルスの宇宙戦艦.データ.００７２		42	道（─）	
		12		
ホルスの宇宙戦艦.データ.００７３		42	道（─）	
		14		
ホルスの宇宙戦艦.データ.００７４		43	箱	400
		12		
ホルスの宇宙戦艦.データ.００７５		43	箱	190
		14		
ホルスの宇宙戦艦.データ.００７６		44	道（─）	
		12		
ホルスの宇宙戦艦.データ.００７７		44	道（─）	
		14		
ホルスの宇宙戦艦.データ.００７８		45	箱	405
		12		
ホルスの宇宙戦艦.データ.００７９		45	道（┐）	
		14		
ホルスの宇宙戦艦.データ.００８０		45	道（│）	
		15		
ホルスの宇宙戦艦.データ.００８１		45	道（│）	
		16		
ホルスの宇宙戦艦.データ.００８２		45	道（└）	
		17		
ホルスの宇宙戦艦.データ.００８３		46	道（─）	
		12		
ホルスの宇宙戦艦.データ.００８４		46	道（─）	
		17		
ホルスの宇宙戦艦.データ.００８５		47	箱	410
		12		
ホルスの宇宙戦艦.データ.００８６		47	箱	191
		17		
ホルスの宇宙戦艦.データ.００８７		48	道（┐）	
		12		
ホルスの宇宙戦艦.データ.００８８		48	道（└）	
		13		
ホルスの宇宙戦艦.データ.００８９		48	道（─）	
		17		
ホルスの宇宙戦艦.データ.００９０		49	箱	420
		13		
ホルスの宇宙戦艦.データ.００９１		49	道（┐）	
		17		
ホルスの宇宙戦艦.データ.００９２		49	道（│）	
		18		
ホルスの宇宙戦艦.データ.００９３		49	道（│）	
		19		
ホルスの宇宙戦艦.データ.００９４		49	道（└）	
		20		
ホルスの宇宙戦艦.データ.００９５		50	道（─）	
		13		
ホルスの宇宙戦艦.データ.００９６		50	箱	200
		20		
ホルスの宇宙戦艦.データ.００９７		50	道（│）	
		21		
ホルスの宇宙戦艦.データ.００９８		50	道（└）	
		22		
ホルスの宇宙戦艦.データ.００９９		51	箱	430
		13		
ホルスの宇宙戦艦.データ.０１００		51	道（─）	
		20		
ホルスの宇宙戦艦.データ.０１０１		51	道（┐）	
		22		
ホルスの宇宙戦艦.データ.０１０２		51	道（└）	
		23		
ホルスの宇宙戦艦.データ.０１０３		52	道（─）	
		20		
ホルスの宇宙戦艦.データ.０１０４		52	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１０５		53	箱	210
		20		
ホルスの宇宙戦艦.データ.０１０６		53	箱	193
		23		
ホルスの宇宙戦艦.データ.０１０７		54	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１０８		55	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１０９		56	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１０		57	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１１		58	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１２		59	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１３		60	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１４		61	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１５		62	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１６		63	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１７		64	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１８		65	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１１９		66	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１２０		67	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１２１		68	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１２２		69	道（─）	
		23		
ホルスの宇宙戦艦.データ.０１２３		70	箱	220
		23		
ポピンズ連結／砦	19			
	30			
ポピンズ連結／砦.データ.０００１		3	箱	1
		4		
ポピンズ連結／砦.データ.０００２		4	道（─）	
		4		
ポピンズ連結／砦.データ.０００３		5	箱	10
		4		
ポピンズ連結／砦.データ.０００４		6	道（─）	
		4		
ポピンズ連結／砦.データ.０００５		7	道（┐）	
		4		
ポピンズ連結／砦.データ.０００６		7	道（└）	
		5		
ポピンズ連結／砦.データ.０００７		8	箱	20
		5		
ポピンズ連結／砦.データ.０００８		9	道（─）	
		5		
ポピンズ連結／砦.データ.０００９		10	箱	30
		5		
ポピンズ連結／砦.データ.００１０		11	道（─）	
		5		
ポピンズ連結／砦.データ.００１１		12	箱	40
		5		
ポピンズ連結／砦.データ.００１２		13	道（─）	
		5		
ポピンズ連結／砦.データ.００１３		14	道（─）	
		5		
ポピンズ連結／砦.データ.００１４		15	道（─）	
		5		
ポピンズ連結／砦.データ.００１５		16	箱	50
		5		
ポピンズ連結／砦.データ.００１６		17	道（─）	
		5		
ポピンズ連結／砦.データ.００１７		18	箱	60
		5		
マエリータ隊侵入	46			
	30			
マエリータ隊侵入.データ.０００１		3	箱	1
		14		
マエリータ隊侵入.データ.０００２		4	道（─）	
		14		
マエリータ隊侵入.データ.０００３		5	道（─）	
		14		
マエリータ隊侵入.データ.０００４		6	道（─）	
		14		
マエリータ隊侵入.データ.０００５		7	道（─）	
		14		
マエリータ隊侵入.データ.０００６		8	箱	10
		14		
マエリータ隊侵入.データ.０００７		9	道（─）	
		14		
マエリータ隊侵入.データ.０００８		10	箱	20
		14		
マエリータ隊侵入.データ.０００９		11	道（─）	
		14		
マエリータ隊侵入.データ.００１０		12	道（─）	
		14		
マエリータ隊侵入.データ.００１１		13	箱	30
		14		
マエリータ隊侵入.データ.００１２		14	道（─）	
		14		
マエリータ隊侵入.データ.００１３		15	道（─）	
		14		
マエリータ隊侵入.データ.００１４		16	箱	40
		14		
マエリータ隊侵入.データ.００１５		17	道（─）	
		14		
マエリータ隊侵入.データ.００１６		18	道（─）	
		14		
マエリータ隊侵入.データ.００１７		19	箱	50
		14		
マエリータ隊侵入.データ.００１８		20	道（─）	
		14		
マエリータ隊侵入.データ.００１９		21	道（─）	
		14		
マエリータ隊侵入.データ.００２０		22	箱	60
		14		
マエリータ隊侵入.データ.００２１		23	道（─）	
		14		
マエリータ隊侵入.データ.００２２		24	道（─）	
		14		
マエリータ隊侵入.データ.００２３		25	箱	70
		14		
マエリータ隊侵入.データ.００２４		26	道（─）	
		14		
マエリータ隊侵入.データ.００２５		27	道（─）	
		14		
マエリータ隊侵入.データ.００２６		28	箱	80
		14		
マエリータ隊侵入.データ.００２７		29	道（─）	
		14		
マエリータ隊侵入.データ.００２８		30	道（─）	
		14		
マエリータ隊侵入.データ.００２９		31	箱	90
		14		
マエリータ隊侵入.データ.００３０		32	道（─）	
		14		
マエリータ隊侵入.データ.００３１		33	箱	100
		14		
マエリータ隊侵入.データ.００３２		34	道（─）	
		14		
マエリータ隊侵入.データ.００３３		35	道（─）	
		14		
マエリータ隊侵入.データ.００３４		36	箱	110
		14		
マエリータ隊侵入.データ.００３５		37	道（─）	
		14		
マエリータ隊侵入.データ.００３６		38	道（─）	
		14		
マエリータ隊侵入.データ.００３７		39	箱	120
		14		
マエリータ隊侵入.データ.００３８		40	道（─）	
		14		
マエリータ隊侵入.データ.００３９		41	道（─）	
		14		
マエリータ隊侵入.データ.００４０		42	箱	130
		14		
ランス船団の事	17			
	30			
ランス船団の事.データ.０００１		9	道（┌）	
		5		
ランス船団の事.データ.０００２		9	箱	1
		6		
ランス船団の事.データ.０００３		9	道（└）	
		7		
ランス船団の事.データ.０００４		10	箱	10
		5		
ランス船団の事.データ.０００５		10	道（─）	
		7		
ランス船団の事.データ.０００６		11	箱	20
		7		
リーザス１	224			
	30			
リーザス１.データ.０００１		3	箱	1
		12		
リーザス１.データ.０００２		4	道（─）	
		12		
リーザス１.データ.０００３		5	道（┐）	
		12		
リーザス１.データ.０００４		5	道（└）	
		13		
リーザス１.データ.０００５		6	道（─）	
		13		
リーザス１.データ.０００６		7	道（─）	
		13		
リーザス１.データ.０００７		8	道（─）	
		13		
リーザス１.データ.０００８		9	箱	5
		13		
リーザス１.データ.０００９		10	道（┌）	
		12		
リーザス１.データ.００１０		10	道（┘）	
		13		
リーザス１.データ.００１１		11	道（─）	
		12		
リーザス１.データ.００１２		12	箱	10
		12		
リーザス１.データ.００１３		13	道（┐）	
		12		
リーザス１.データ.００１４		13	道（└）	
		13		
リーザス１.データ.００１５		14	道（─）	
		13		
リーザス１.データ.００１６		15	箱	20
		13		
リーザス１.データ.００１７		16	道（─）	
		13		
リーザス１.データ.００１８		17	道（┌）	
		12		
リーザス１.データ.００１９		17	道（┘）	
		13		
リーザス１.データ.００２０		18	道（┌）	
		11		
リーザス１.データ.００２１		18	箱	30
		12		
リーザス１.データ.００２２		18	道（└）	
		13		
リーザス１.データ.００２３		19	箱	36
		11		
リーザス１.データ.００２４		19	道（┐）	
		13		
リーザス１.データ.００２５		19	箱	34
		14		
リーザス１.データ.００２６		20	道（─）	
		11		
リーザス１.データ.００２７		20	道（─）	
		14		
リーザス１.データ.００２８		21	箱	37
		11		
リーザス１.データ.００２９		21	箱	35
		14		
リーザス１.データ.００３０		22	道（┐）	
		11		
リーザス１.データ.００３１		22	道（├）	
		12		
リーザス１.データ.００３２		22	道（│）	
		13		
リーザス１.データ.００３３		22	道（┘）	
		14		
リーザス１.データ.００３４		23	道（─）	
		12		
リーザス１.データ.００３５		24	道（─）	
		12		
リーザス１.データ.００３６		25	道（┌）	
		11		
リーザス１.データ.００３７		25	箱	40
		12		
リーザス１.データ.００３８		26	道（─）	
		11		
リーザス１.データ.００３９		26	道（─）	
		12		
リーザス１.データ.００４０		27	道（┌）	56
		10		
リーザス１.データ.００４１		27	道（┘）	
		11		
リーザス１.データ.００４２		27	道（─）	
		12		
リーザス１.データ.００４３		28	箱	50
		9		
リーザス１.データ.００４４		28	道（┘）	
		10		
リーザス１.データ.００４５		28	道（┐）	
		12		
リーザス１.データ.００４６		28	道（└）	
		13		
リーザス１.データ.００４７		29	道（─）	
		9		
リーザス１.データ.００４８		29	道（─）	42
		13		
リーザス１.データ.００４９		30	箱	55
		9		
リーザス１.データ.００５０		30	道（─）	
		13		
リーザス１.データ.００５１		31	道（─）	
		9		
リーザス１.データ.００５２		31	箱	43
		13		
リーザス１.データ.００５３		32	道（┐）	
		9		
リーザス１.データ.００５４		32	道（└）	
		10		
リーザス１.データ.００５５		32	道（─）	
		13		
リーザス１.データ.００５６		33	道（┐）	
		10		
リーザス１.データ.００５７		33	道（│）	
		11		
リーザス１.データ.００５８		33	道（├）	
		12		
リーザス１.データ.００５９		33	道（┘）	
		13		
リーザス１.データ.００６０		34	道（─）	
		12		
リーザス１.データ.００６１		35	箱	45
		12		
リーザス１.データ.００６２		36	道（┐）	
		12		
リーザス１.データ.００６３		36	道（└）	
		13		
リーザス１.データ.００６４		37	箱	60
		13		
リーザス１.データ.００６５		38	道（─）	
		13		
リーザス１.データ.００６６		39	道（─）	
		13		
リーザス１.データ.００６７		40	道（┌）	
		11		
リーザス１.データ.００６８		40	道（│）	
		12		
リーザス１.データ.００６９		40	道（┘）	
		13		
リーザス１.データ.００７０		41	箱	100
		11		
リーザス１.データ.００７１		42	道（─）	
		11		
リーザス１.データ.００７２		43	箱	110
		11		
リーザス１.データ.００７３		44	道（─）	
		11		
リーザス１.データ.００７４		45	箱	120
		11		
リーザス１.データ.００７５		46	道（─）	
		11		
リーザス１.データ.００７６		47	箱	130
		11		
リーザス１.データ.００７７		48	道（─）	
		11		
リーザス１.データ.００７８		49	箱	131
		11		
リーザス１.データ.００７９		50	道（─）	
		11		
リーザス１.データ.００８０		51	箱	132
		11		
リーザス１.データ.００８１		52	道（─）	
		11		
リーザス１.データ.００８２		53	道（┌）	
		10		
リーザス１.データ.００８３		53	箱	150
		11		
リーザス１.データ.００８４		53	道（└）	
		12		
リーザス１.データ.００８５		54	道（┌）	
		9		
リーザス１.データ.００８６		54	道（┘）	
		10		
リーザス１.データ.００８７		54	道（─）	
		12		
リーザス１.データ.００８８		55	道（─）	
		9		
リーザス１.データ.００８９		55	道（─）	
		12		
リーザス１.データ.００９０		56	道（─）	
		9		
リーザス１.データ.００９１		56	道（┐）	1011
		12		
リーザス１.データ.００９２		56	道（└）	
		13		
リーザス１.データ.００９３		57	道（┌）	
		8		
リーザス１.データ.００９４		57	箱	200
		9		
リーザス１.データ.００９５		57	道（─）	
		13		
リーザス１.データ.００９６		58	道（┌）	
		7		
リーザス１.データ.００９７		58	道（┘）	
		8		
リーザス１.データ.００９８		58	道（─）	
		9		
リーザス１.データ.００９９		58	箱	1010
		13		
リーザス１.データ.０１００		59	箱	201
		7		
リーザス１.データ.０１０１		59	道（─）	202
		9		
リーザス１.データ.０１０２		59	道（─）	
		13		
リーザス１.データ.０１０３		60	道（─）	
		7		
リーザス１.データ.０１０４		60	道（─）	
		9		
リーザス１.データ.０１０５		60	道（─）	
		13		
リーザス１.データ.０１０６		61	道（┐）	
		7		
リーザス１.データ.０１０７		61	道（│）	
		8		
リーザス１.データ.０１０８		61	箱	205
		9		
リーザス１.データ.０１０９		61	道（─）	
		13		
リーザス１.データ.０１１０		62	道（─）	
		9		
リーザス１.データ.０１１１		62	箱	1020
		13		
リーザス１.データ.０１１２		63	道（┌）	
		8		
リーザス１.データ.０１１３		63	箱	210
		9		
リーザス１.データ.０１１４		63	道（┐）	
		13		
リーザス１.データ.０１１５		63	道（└）	
		14		
リーザス１.データ.０１１６		64	道（┌）	
		7		
リーザス１.データ.０１１７		64	道（┘）	
		8		
リーザス１.データ.０１１８		64	道（─）	
		9		
リーザス１.データ.０１１９		64	道（┌）	
		13		
リーザス１.データ.０１２０		64	箱	1025
		14		
リーザス１.データ.０１２１		64	道（└）	
		15		
リーザス１.データ.０１２２		65	道（─）	
		7		
リーザス１.データ.０１２３		65	道（─）	
		9		
リーザス１.データ.０１２４		65	箱	1030
		12		
リーザス１.データ.０１２５		65	道（┘）	
		13		
リーザス１.データ.０１２６		65	道（┐）	
		15		
リーザス１.データ.０１２７		65	箱	1040
		16		
リーザス１.データ.０１２８		66	道（─）	211
		7		
リーザス１.データ.０１２９		66	箱	220
		9		
リーザス１.データ.０１３０		66	道（─）	
		12		
リーザス１.データ.０１３１		66	道（┐）	
		16		
リーザス１.データ.０１３２		66	道（└）	
		17		
リーザス１.データ.０１３３		67	道（─）	
		7		
リーザス１.データ.０１３４		67	道（─）	
		9		
リーザス１.データ.０１３５		67	箱	1031
		12		
リーザス１.データ.０１３６		67	箱	1041
		17		
リーザス１.データ.０１３７		68	道（─）	212
		7		
リーザス１.データ.０１３８		68	道（─）	221
		9		
リーザス１.データ.０１３９		68	道（┐）	
		12		
リーザス１.データ.０１４０		68	道（│）	1032
		13		
リーザス１.データ.０１４１		68	道（└）	
		14		
リーザス１.データ.０１４２		68	箱	1042
		16		
リーザス１.データ.０１４３		68	道（┘）	
		17		
リーザス１.データ.０１４４		69	道（─）	
		7		
リーザス１.データ.０１４５		69	道（─）	222
		9		
リーザス１.データ.０１４６		69	道（┐）	1033
		14		
リーザス１.データ.０１４７		69	道（├）	
		15		
リーザス１.データ.０１４８		69	道（┘）	
		16		
リーザス１.データ.０１４９		70	道（┐）	
		7		
リーザス１.データ.０１５０		70	道（│）	
		8		
リーザス１.データ.０１５１		70	道（┴）	
		9		
リーザス１.データ.０１５２		70	箱	1045
		15		
リーザス１.データ.０１５３		71	箱	230
		9		
リーザス１.データ.０１５４		71	道（─）	
		15		
リーザス１.データ.０１５５		72	道（─）	
		9		
リーザス１.データ.０１５６		72	箱	1050
		15		
リーザス１.データ.０１５７		73	道（─）	
		9		
リーザス１.データ.０１５８		73	道（─）	
		15		
リーザス１.データ.０１５９		74	箱	240
		9		
リーザス１.データ.０１６０		74	道（─）	
		15		
リーザス１.データ.０１６１		75	道（─）	
		9		
リーザス１.データ.０１６２		75	箱	1060
		15		
リーザス１.データ.０１６３		75	道（└）	
		16		
リーザス１.データ.０１６４		76	道（─）	241
		9		
リーザス１.データ.０１６５		76	道（─）	
		15		
リーザス１.データ.０１６６		76	道（─）	
		16		
リーザス１.データ.０１６７		77	道（─）	
		9		
リーザス１.データ.０１６８		77	道（─）	
		15		
リーザス１.データ.０１６９		77	道（─）	
		16		
リーザス１.データ.０１７０		78	箱	250
		9		
リーザス１.データ.０１７１		78	道（─）	
		15		
リーザス１.データ.０１７２		78	箱	1066
		16		
リーザス１.データ.０１７３		78	道（└）	
		17		
リーザス１.データ.０１７４		79	道（┌）	
		8		
リーザス１.データ.０１７５		79	道（┘）	
		9		
リーザス１.データ.０１７６		79	箱	1065
		15		
リーザス１.データ.０１７７		79	箱	1067
		17		
リーザス１.データ.０１７８		80	道（┌）	
		7		
リーザス１.データ.０１７９		80	箱	260
		8		
リーザス１.データ.０１８０		80	道（┬）	
		15		
リーザス１.データ.０１８１		80	道（│）	
		16		
リーザス１.データ.０１８２		80	道（┘）	
		17		
リーザス１.データ.０１８３		81	道（─）	
		7		
リーザス１.データ.０１８４		81	道（─）	
		8		
リーザス１.データ.０１８５		81	箱	1070
		15		
リーザス１.データ.０１８６		82	道（─）	270
		7		
リーザス１.データ.０１８７		82	道（┐）	
		8		
リーザス１.データ.０１８８		82	道（└）	
		9		
リーザス１.データ.０１８９		82	箱	1080
		14		
リーザス１.データ.０１９０		82	道（┘）	
		15		
リーザス１.データ.０１９１		83	道（─）	
		7		
リーザス１.データ.０１９２		83	道（─）	
		9		
リーザス１.データ.０１９３		83	道（─）	
		14		
リーザス１.データ.０１９４		84	道（─）	271
		7		
リーザス１.データ.０１９５		84	道（─）	
		9		
リーザス１.データ.０１９６		84	道（─）	
		14		
リーザス１.データ.０１９７		85	道（┐）	
		7		
リーザス１.データ.０１９８		85	箱	272
		8		
リーザス１.データ.０１９９		85	道（┴）	
		9		
リーザス１.データ.０２００		85	道（─）	1081
		14		
リーザス１.データ.０２０１		86	道（─）	
		9		
リーザス１.データ.０２０２		86	道（─）	
		14		
リーザス１.データ.０２０３		87	箱	280
		9		
リーザス１.データ.０２０４		87	箱	1090
		14		
リーザス１.データ.０２０５		88	道（─）	
		9		
リーザス１.データ.０２０６		88	道（─）	
		14		
リーザス１.データ.０２０７		89	道（─）	
		9		
リーザス１.データ.０２０８		89	道（┐）	
		14		
リーザス１.データ.０２０９		89	道（│）	
		15		
リーザス１.データ.０２１０		89	道（└）	
		16		
リーザス１.データ.０２１１		90	道（┐）	281
		9		
リーザス１.データ.０２１２		90	道（└）	
		10		
リーザス１.データ.０２１３		90	箱	1100
		16		
リーザス１.データ.０２１４		91	道（┐）	
		10		
リーザス１.データ.０２１５		91	道（│）	
		11		
リーザス１.データ.０２１６		91	箱	300
		12		
リーザス１.データ.０２１７		91	道（─）	
		16		
リーザス１.データ.０２１８		92	道（┐）	
		12		
リーザス１.データ.０２１９		92	道（└）	
		13		
リーザス１.データ.０２２０		92	箱	1105
		16		
リーザス１.データ.０２２１		93	箱	310
		13		
リーザス１.データ.０２２２		93	道（┐）	
		16		
リーザス１.データ.０２２３		93	道（│）	
		17		
リーザス１.データ.０２２４		93	道（│）	
		18		
リーザス１.データ.０２２５		93	道（└）	
		19		
リーザス１.データ.０２２６		94	道（─）	
		13		
リーザス１.データ.０２２７		94	箱	1110
		19		
リーザス１.データ.０２２８		95	箱	315
		13		
リーザス１.データ.０２２９		95	道（─）	
		19		
リーザス１.データ.０２３０		96	道（─）	
		13		
リーザス１.データ.０２３１		96	道（┌）	
		17		
リーザス１.データ.０２３２		96	道（│）	
		18		
リーザス１.データ.０２３３		96	道（┘）	
		19		
リーザス１.データ.０２３４		97	箱	318
		13		
リーザス１.データ.０２３５		97	箱	1200
		17		
リーザス１.データ.０２３６		97	道（└）	
		18		
リーザス１.データ.０２３７		98	箱	320
		11		
リーザス１.データ.０２３８		98	道（│）	
		12		
リーザス１.データ.０２３９		98	道（┘）	
		13		
リーザス１.データ.０２４０		98	道（┌）	
		16		
リーザス１.データ.０２４１		98	道（┘）	
		17		
リーザス１.データ.０２４２		98	道（─）	
		18		
リーザス１.データ.０２４３		99	道（─）	
		11		
リーザス１.データ.０２４４		99	箱	1201
		16		
リーザス１.データ.０２４５		99	道（─）	
		18		
リーザス１.データ.０２４６		100	道（┌）	
		10		
リーザス１.データ.０２４７		100	道（┘）	
		11		
リーザス１.データ.０２４８		100	道（┌）	
		15		
リーザス１.データ.０２４９		100	道（┘）	
		16		
リーザス１.データ.０２５０		100	箱	1202
		18		
リーザス１.データ.０２５１		101	箱	330
		10		
リーザス１.データ.０２５２		101	箱	1205
		15		
リーザス１.データ.０２５３		101	道（─）	
		18		
リーザス１.データ.０２５４		102	道（┌）	
		9		
リーザス１.データ.０２５５		102	道（┘）	
		10		
リーザス１.データ.０２５６		102	道（┐）	
		15		
リーザス１.データ.０２５７		102	道（└）	
		16		
リーザス１.データ.０２５８		102	道（─）	
		18		
リーザス１.データ.０２５９		103	道（┌）	
		8		
リーザス１.データ.０２６０		103	箱	331
		9		
リーザス１.データ.０２６１		103	箱	1206
		16		
リーザス１.データ.０２６２		103	道（└）	
		17		
リーザス１.データ.０２６３		103	箱	1204
		18		
リーザス１.データ.０２６４		104	道（┌）	
		7		
リーザス１.データ.０２６５		104	箱	340
		8		
リーザス１.データ.０２６６		104	道（└）	
		9		
リーザス１.データ.０２６７		104	道（┐）	
		17		
リーザス１.データ.０２６８		104	道（┴）	
		18		
リーザス１.データ.０２６９		105	道（┌）	
		6		
リーザス１.データ.０２７０		105	道（┘）	341
		7		
リーザス１.データ.０２７１		105	道（─）	
		8		
リーザス１.データ.０２７２		105	箱	361
		9		
リーザス１.データ.０２７３		105	箱	1210
		18		
リーザス１.データ.０２７４		106	道（─）	
		6		
リーザス１.データ.０２７５		106	道（─）	
		8		
リーザス１.データ.０２７６		106	道（─）	
		9		
リーザス１.データ.０２７７		106	道（─）	
		18		
リーザス１.データ.０２７８		107	道（─）	
		6		
リーザス１.データ.０２７９		107	道（┌）	
		7		
リーザス１.データ.０２８０		107	箱	351
		8		
リーザス１.データ.０２８１		107	道（─）	
		9		
リーザス１.データ.０２８２		107	道（─）	
		18		
リーザス１.データ.０２８３		108	道（─）	342
		6		
リーザス１.データ.０２８４		108	道（─）	
		7		
リーザス１.データ.０２８５		108	道（─）	
		9		
リーザス１.データ.０２８６		108	道（─）	1211
		18		
リーザス１.データ.０２８７		109	道（─）	343
		6		
リーザス１.データ.０２８８		109	道（─）	352
		7		
リーザス１.データ.０２８９		109	道（┌）	
		8		
リーザス１.データ.０２９０		109	箱	362
		9		
リーザス１.データ.０２９１		109	道（─）	
		18		
リーザス１.データ.０２９２		110	道（┐）	
		6		
リーザス１.データ.０２９３		110	道（┼）	
		7		
リーザス１.データ.０２９４		110	道（┘）	
		8		
リーザス１.データ.０２９５		110	道（┐）	
		18		
リーザス１.データ.０２９６		110	箱	1220
		19		
リーザス１.データ.０２９７		111	箱	370
		7		
リーザス１.データ.０２９８		111	道（│）	
		8		
リーザス１.データ.０２９９		111	道（└）	
		9		
リーザス１.データ.０３００		111	道（─）	
		19		
リーザス１.データ.０３０１		112	道（─）	
		7		
リーザス１.データ.０３０２		112	道（┐）	
		9		
リーザス１.データ.０３０３		112	道（└）	
		10		
リーザス１.データ.０３０４		112	箱	1230
		19		
リーザス１.データ.０３０５		113	道（─）	
		7		
リーザス１.データ.０３０６		113	箱	391
		10		
リーザス１.データ.０３０７		113	道（─）	
		19		
リーザス１.データ.０３０８		114	箱	381
		7		
リーザス１.データ.０３０９		114	道（─）	
		10		
リーザス１.データ.０３１０		114	箱	1250
		19		
リーザス１.データ.０３１１		114	道（│）	
		20		
リーザス１.データ.０３１２		114	道（└）	
		21		
リーザス１.データ.０３１３		115	道（─）	
		7		
リーザス１.データ.０３１４		115	道（─）	392
		10		
リーザス１.データ.０３１５		115	道（─）	
		19		
リーザス１.データ.０３１６		115	道（─）	
		21		
リーザス１.データ.０３１７		116	道（┐）	
		7		
リーザス１.データ.０３１８		116	道（│）	382
		8		
リーザス１.データ.０３１９		116	道（│）	
		9		
リーザス１.データ.０３２０		116	道（┴）	
		10		
リーザス１.データ.０３２１		116	道（─）	1255
		19		
リーザス１.データ.０３２２		116	箱	2200
		21		
リーザス１.データ.０３２３		117	道（┌）	
		9		
リーザス１.データ.０３２４		117	箱	400
		10		
リーザス１.データ.０３２５		117	道（└）	
		11		
リーザス１.データ.０３２６		117	道（─）	
		19		
リーザス１.データ.０３２７		117	道（─）	
		21		
リーザス１.データ.０３２８		118	道（┌）	411
		8		
リーザス１.データ.０３２９		118	道（┘）	
		9		
リーザス１.データ.０３３０		118	道（─）	
		10		
リーザス１.データ.０３３１		118	道（┐）	
		11		
リーザス１.データ.０３３２		118	道（└）	
		12		
リーザス１.データ.０３３３		118	道（┌）	
		18		
