クエストデータ																																											
string Node Prefix	string 物語	int 終了	string 背景	string 地名	string 音楽	string フラグ	string 画像Ａ	string 画像Ｂ	string 戦闘	string 処理	string 顔画像	string 説明	string 物語２	string 物語３	string コルルンサ	string 秘書任命	string 戦闘２	string 分岐	string 条件書換前	string ！条件書換前	string 割り込み	string 割り込み背景	string 秘書登録	string 物語４	string 物語５	string 物語６	string 物語７	string 物語８	string ムービー９	string 物語１０	string カード.values	string ムービー	string 戦闘４	string 条件書換後	string 条件	string ！条件	string ムービー８	string ワープ	string フラグ２	string フラグ３	string ！条件書換後	int デッキ編集	string 目的
リーザス１.３９２								自動魔軍印	m00魔軍　自動																																		
リーザス１.４００	２１０／３２／捜す３						戦場	イベント印																																			
リーザス１.４００.選択分岐.分岐左											ハウレーン	味方軍の為にも$少しでも魔軍を倒しましょう																															
リーザス１.４００.選択分岐.分岐前											ランス	マリアの助手か…$むふふふ																															
リーザス１.４００.選択分岐.分岐右											サテラ	シルキィ……$どこに居るんだ																															
リーザス１.４１１								自動魔軍印	m11魔軍　自動																																		
リーザス１.４１２							戦場	魔軍印	m11魔軍																																		
リーザス１.４１３								自動魔軍印	m11魔軍　自動																																		
リーザス１.４２１							野営地	宝箱印		宝箱／ノーマル																					Lv24 香澄												
リーザス１.４２２							戦場	魔軍印	m22魔軍																																		
リーザス１.４３１								自動魔軍印	m00魔軍　自動																																		
リーザス１.４３２							戦場	回復印		回復																																	
リーザス１.４５０	２１０／３２／シルキィ戦闘前						戦場	魔人印	m55シルキィ／Ｚ																									勝利 音楽=フィールド／優勢									
リーザス１.４５０.条件分岐.分岐前												戦闘＝・・・$※通常																								勝利							
リーザス１.４５０.条件分岐.分岐右					フィールド／優勢							戦闘＝勝利$※特殊																							勝利								
リーザス１.４６０	２１０／３２／シルキィ戦闘後						戦場	イベント印																																			
リーザス１.４６０.選択分岐.分岐前											シィル	はい、移動します																															
リーザス１.４７０					"\"""		リーザス平原紅葉	レア宝箱印		宝箱／レア																																	
リーザス１.４７０.選択分岐.分岐前											ランス	今日は撤収だ$野営地に戻るぞ																															
リーザス１.５００			野営地／夜	リーザス軍　野営地	フィールド／陣地		野営地																																				
リーザス１.５００.選択分岐.分岐前											シィル	ランス様$軍議だそうです																															
リーザス１.５１０	２１０／３２／シルキィの過去						野営地	イベント印																																			
リーザス１.５１０.選択分岐.分岐前											シィル	ランス様お疲れ様です$へんでろぱ作りました																															
リーザス１.５２０			野営地				野営地	回復印		回復																																	
リーザス１.５２０.選択分岐.分岐前			リーザス平原／紅葉	戦場　アンデル紅平原	フィールド／戦場						ランス	戦場に出かける$今日こそ捕まえる																															
リーザス１.６００	２１０／３３／前線						戦場	イベント印																																			
リーザス１.６００.選択分岐.分岐前											ランス	少し戦ってやるか$しねー魔物共																															
リーザス１.６１０								自動魔軍印	m11魔軍　自動																																		
リーザス１.６２０	２１０／３３／魔軍とシルキィ						戦場	その頃印																																			
リーザス１.６３０	２１０／３３／待つ１		戦場				戦場	イベント印																																			
リーザス１.６３０.選択分岐.分岐左											ランス	現れるまで戦う																															
リーザス１.６３０.選択分岐.分岐前											ランス	待機しておく																															
リーザス１.６３１							戦場	魔軍印	m11魔軍／本陣護衛																																		
リーザス１.６３２							魔軍野営地	中ボス魔軍印	m55魔物将軍																																		
リーザス１.６３５							戦場	魔軍印	m11魔軍／偵察隊																																		
リーザス１.６４０	２１０／３３／バレス						戦場	その頃印																																			
リーザス１.６４０.選択分岐.分岐前											シィル	がんばりましょう																															
リーザス１.６５０	２１０／３３／待つ２						戦場	イベント印																																			
リーザス１.６５０.選択分岐.分岐左											ランス	現れるまで戦う																															
リーザス１.６５０.選択分岐.分岐前											ランス	待機しておく																															
リーザス１.６５１							戦場	魔軍印	m22魔軍／防壁																																		
リーザス１.６５２							魔軍野営地	魔軍印	m11魔軍＋魔物隊長																																		
リーザス１.６５３								自動魔軍印	m11魔軍　自動																																		
リーザス１.６６０	２１０／３３／ヨシフ						戦場	その頃印																																			
リーザス１.６６０.選択分岐.分岐前											ランス	イガイガする$喉かわいたー																															
リーザス１.６６０.選択分岐.分岐右											ハウレーン	あちらの方角$味方部隊が危機です																															
リーザス１.６７０							魔軍野営地	魔軍印	m00魔軍																																		
リーザス１.６８０	２１０／３３／待つ３				フィールド／危機		戦場	イベント印																																			
リーザス１.６８０.選択分岐.分岐前			リーザス平原	リーザス							ランス	シルキィを追って$リーザス城へ向かう																															
リーザス１.６９０							リーザス平原	"\"""																																			
リーザス１.６９０.選択分岐.分岐前											ハウレーン	城が心配です$急いで下さい																															
リーザス１.７００	２１０／３４／突貫１						リーザス平原	その頃印																																			
リーザス１.７０５							リーザス平原	モンスター印	m00平原																																		
リーザス１.７１０	２１０／３４／突貫２						リーザス平原	その頃印																																			
リーザス１.７１０.選択分岐.分岐左											ハウレーン	（リーザス城がいくら堅固でも$魔人は止められない…）																															
リーザス１.７１０.選択分岐.分岐右											ランス	（リーザス城に来たか……$くく、狙い通り)																															
リーザス１.７１１							リーザス平原	女の子モンスター印	m00女Ｍ																																		
リーザス１.７１２								アイテムＵＰ印		アイテムＵＰ																																	
リーザス１.８００	２１０／３４／突貫３		リーザス城	リーザス城		地形＝屋内	000リーザス城	"\"""																																			魔人シルキィ退治
リーザス１.８００.選択分岐.分岐前											ランス	玉座を目指す$そこに居るはずだ																															
リーザス１.８１０	２１０／３４／ジュリアの粗相						ランス城廊下	イベント印																																			
リーザス１.８１０.選択分岐.分岐前											ランス	このアホ娘が$こんな時に余計な事を																															
リーザス１.８２０							ランス城廊下	中ボス印	m55霊体／ボス																																		
リーザス１.８２０.選択分岐.分岐前											ランス	とにかく玉座を目指す																															
リーザス１.８３０							ランス城廊下	モンスター印	m11霊体																																		
リーザス１.８３０.選択分岐.分岐左											ランス	閃いたー$こっちの部屋だ																															
リーザス１.８３０.選択分岐.分岐右											ランス	見切った$ここに隠したな																															
リーザス１.８３０.選択分岐.分岐前											ランス	もう間に合うだろう$休憩しよう																															
リーザス１.８４１							ランス城廊下	レア宝箱印		宝箱／レア																																	
リーザス１.８４１.選択分岐.分岐前											ランス	この階段を上れば玉座だ																															
リーザス１.８４２							ランス城廊下	勲章ＵＰ印		勲章																																	
リーザス１.８４２.選択分岐.分岐前											ランス	この階段を上れば玉座だ																															
リーザス１.８４３							ランス城寝室	回復印		回復																																	
リーザス１.８４３.選択分岐.分岐前											ランス	この階段を上れば玉座だ																															
リーザス１.８４４								自動モンスター印	m11霊体　自動																																		
リーザス１.８４５								自動モンスター印	m11霊体　自動																																		
リーザス１.８５０	２１０／３４／シルキィ戦闘前				ＡＤＶ／緊張		ランス城廊下	魔人印	m55シルキィ／Ｂ				２１０／３４／シルキィ戦闘後																														
リーザス１.８５０.選択分岐.分岐左											ランス	降伏する																															
リーザス１.８５０.選択分岐.分岐前											ランス	断る																															
リーザス１.８７０	２１０／３４／ガメオベア	2					ランス城廊下	イベント印																																			
リーザス１.９００	２１０／３４／シルキィ捕獲				フィールド／優勢		ランス城廊下	イベント印																																			
リーザス１.９００.選択分岐.分岐前											ランス	俺様の勝ちだ																															
リーザス１.９１０							ランス城廊下	難易度ＵＰ印		難易度																																	
リーザス１.９１５	２１０／３４／戦局						戦場	その後の戦局																																			
リーザス１.９１５.選択分岐.分岐前											バレス	やっと一勝$と、言ったところか																															
リーザス１.９２０							リーザス平原	レア宝箱印		宝箱／レア																					魔人 シルキィ												
リーザス１.９３０	２１０／３４／シルキィ	1					000ランス城	"\"""																																			
リーザス１.１０１０	２１０／４１／リプ商店街１		街道筋商店街	リプ商店街	フィールド／村		街道筋商店街	イベント印																																			
リーザス１.１０１０.選択分岐.分岐前											ジュリア	はふはふ$おいしいねえ																															
リーザス１.１０１１								自動モンスター印	m00平原　自動																																		
リーザス１.１０２０	２１０／４１／リック						街道筋商店街	イベント印																																			
リーザス１.１０２０.選択分岐.分岐前											シィル	いろんなお店が$ありますねえ																															
リーザス１.１０２５							街道筋商店街	ハニー印	m11ハニー																																		
リーザス１.１０２５.選択分岐.分岐左											ランス	人生浪漫通りに行く																															
リーザス１.１０２５.選択分岐.分岐右											ランス	専門店通りに行く																															
リーザス１.１０３０	２１０／４１／リプ商店街２						街道筋商店街	イベント印																																			
リーザス１.１０３０.選択分岐.分岐前											アルカネーゼ	おおー$映画館すげー																															
リーザス１.１０３１							街道筋商店街																																				
リーザス１.１０３１.選択分岐.分岐前											かなみ	恋愛運$「微妙」……																															
リーザス１.１０３２								ＥＸＰ印		ＥＸＰ																																	
リーザス１.１０３３								ＥＸＰ印		ＥＸＰ																																	
リーザス１.１０４０	２１０／４１／リプ商店街３						街道筋商店街	イベント印																																			
リーザス１.１０４０.選択分岐.分岐前											カフェ	わー、紅茶専門店！																															
リーザス１.１０４１							街道筋商店街																																				
リーザス１.１０４１.選択分岐.分岐前											ミラクル	ほほう、これは…																															
リーザス１.１０４２							街道筋商店街	レア宝箱印		宝箱／レア																																	
リーザス１.１０４２.選択分岐.分岐前											シィル	あ、この鍋つかみ$かわいい																															
リーザス１.１０４５							街道筋商店街	ハニー印	m22ハニー																																		
リーザス１.１０４５.選択分岐.分岐前											ハウレーン	いい加減$先に進むぞ																															
リーザス１.１０５０	２１０／４１／北部１						街道筋商店街	その頃印																																			
リーザス１.１０６０	２１０／４１／プリティリア		都市	プリティリア	フィールド／村		都市	イベント印																																			
リーザス１.１０６０.選択分岐.分岐前			街道１	リーザス	フィールド／リーザス						ランス	街道沿いに進むか																															
リーザス１.１０６０.選択分岐.分岐右			リーザス平原	リーザス	フィールド／リーザス						ランス	少し脇道に行くか																															
リーザス１.１０６５							街道１	モンスター印	m55宝箱だんご																																		
リーザス１.１０６６							街道１	ハニー印	m22ハニー																																		
リーザス１.１０６７							村	アイテムＵＰ印		アイテムＵＰ																																	
リーザス１.１０７０							街道１	？？？印													道中サブ	街道１																					
リーザス１.１０８０	２１０／４１／北部２						街道１	その頃印																																			
リーザス１.１０８０.選択分岐.分岐前											リック	そろそろ前線のスケールです																															
リーザス１.１０８１								自動モンスター印	m00平原　自動																																		
リーザス１.１０９０							街道１	戦果ＵＰ印		戦果																																	
リーザス１.１１００	２１０／４１／到着１		都市	大都市　スケール	フィールド／陣地	白騎士同行＝０	都市	イベント印		回復																																	
リーザス１.１１０５	２１０／４１／到着２						都市	イベント印																																			
リーザス１.１１０５.選択分岐.分岐前											ランス	戦場に移動																															
リーザス１.１１１０	２１０／４２／参戦		戦場	戦場　スケールの南	フィールド／戦場		戦場	イベント印		宝箱／ノーマル																					汎用リーザス騎士												
																															汎用リーザス親衛隊												
																															汎用リーザス親衛隊												
リーザス１.１２００	２１０／４２／捜す１						戦場	イベント印																																			
リーザス１.１２００.選択分岐.分岐前											ランス	ハウゼルでてこーい$来ないと魔物ぶっ殺す																															
リーザス１.１２００.選択分岐.分岐右											ランス	ハウゼルちゃん出ておいで$痛くしないから																															
リーザス１.１２０１							戦場	魔軍印	m11魔軍／飛行																																		
リーザス１.１２０２							戦場																																				
リーザス１.１２０３							戦場																																				
リーザス１.１２０４							戦場	魔軍印	m22魔軍																																		
リーザス１.１２０５							戦場	魔軍印	m11魔軍																																		
リーザス１.１２０６							街道１	宝箱印		宝箱／ノーマル																																	
リーザス１.１２１０	２１０／４２／ハウゼルの戦い						戦場	その頃印																																			
リーザス１.１２１１								自動魔軍印	m00魔軍　自動																																		
リーザス１.１２２０	２１０／４２／捜す２						戦場	イベント印																																			
リーザス１.１２２０.選択分岐.分岐前											ランス	あの火柱が目印だ$走り抜けるぞ																															
リーザス１.１２３０							戦場	魔軍印	m22魔軍／ヨシフ精鋭																																		
リーザス１.１２５０	２１０／４２／順番待ち		ハウゼルｖｓサイゼル				戦場	イベント印																																			
リーザス１.１２５０.選択分岐.分岐前											ランス	魔人同士の戦いか…$様子を見るか																															
リーザス１.１２５０.選択分岐.分岐右											ランス	むむ、俺を無視するな$戦うのは俺様だ$（無茶ルート）																															
リーザス１.１２５５								回復印		回復																																	
リーザス１.１２６０	２１０／４２／ハウゼル戦闘前		戦場				戦場	魔人印	m55ハウゼル／Ｚ																									勝利 音楽=フィールド／優勢									
リーザス１.１２６０.条件分岐.分岐左												戦闘＝勝利$※特殊																							勝利								
リーザス１.１２６０.条件分岐.分岐前												戦闘＝・・・$※通常																								勝利							
リーザス１.１２７０	２１０／４２／ハウゼル戦闘後						戦場	イベント印																																			
リーザス１.１２７０.選択分岐.分岐前			リーザス平原								ランス	ハウゼル$見失ってしまった…																															
リーザス１.１０７１								自動魔軍印	m00魔軍　自動																																		
リーザス１.１２８０	２１０／４２／帰ろう				フィールド／リーザス		リーザス平原	イベント印																																			
リーザス１.１２８０.選択分岐.分岐前				リーザス							ランス	軍同士の戦いなどしった事ではない帰るぞ																															
リーザス１.１３００			都市	大都市　スケール	フィールド／村		都市	回復印		回復																																	
リーザス１.１３００.選択分岐.分岐前			都市／夜								ランス	よい風呂であった$↑風呂上がり上機嫌																															
リーザス１.１３１０	２１０／４２／本好き		都市				都市	イベント印																																			
リーザス１.１３１０.選択分岐.分岐前			戦場	戦場　スケールの南	フィールド／戦場						ランス	出発だ																															
リーザス１.１３９０	２１０／４３／捜す１						戦場	イベント印																																			
リーザス１.１３９０.選択分岐.分岐前											ランス	戦場だー$蹴散らせー																															
リーザス１.１３９１								自動魔軍印	m11魔軍　自動																																		
リーザス１.１４００	２１０／４３／捜す２						戦場	イベント印																																			
リーザス１.１４００.選択分岐.分岐左											ランス	ハウゼルを追え																															
リーザス１.１４００.選択分岐.分岐右											ランス	ハウゼルを追え																															
リーザス１.１４０１							戦場	魔軍印	m22魔軍																																		
リーザス１.１４０２							戦場	魔軍印	m22魔軍																																		
リーザス１.１４０３								食券ＵＰ印		食券																																	
リーザス１.１４０４								ＥＸＰ印		ＥＸＰ																																	
リーザス１.１４１０	２１０／４３／火炎書士とユキ						戦場	その頃印																																			
リーザス１.１４１０.選択分岐.分岐前											ランス	飛んでいるハウゼル発見$そっちか追うぞ																															
リーザス１.１４１５								自動魔軍印	m22魔軍　自動																																		
リーザス１.１４２０	２１０／４３／捜す３						戦場	イベント印																																			
リーザス１.１４２０.選択分岐.分岐前											サチコ	ハウゼルさーん$ドラゴンパッチありますよー																															
リーザス１.１４３０							戦場	魔軍印	m22魔軍／防壁																																		
リーザス１.１４３０.選択分岐.分岐前											かなみ	(さすがに…本が目的では$無いと思うんだけどなぁ)																															
リーザス１.１４４０	２１０／４３／エクスと魔物将軍		リーザス平原		ＡＤＶ／ゆったり		戦場	その頃印																																			
リーザス１.１４４０.選択分岐.分岐前											ランス	ハウゼル$ほん、本、本あるぞー																															
リーザス１.１４４１								自動魔軍印	m11魔軍　自動																																		
リーザス１.１４５０	２１０／４３／本渡す						リーザス平原	イベント印																																			
リーザス１.１４５０.選択分岐.分岐前											ランス	今日はもう駄目か帰って寝る																															
リーザス１.１５００			都市	大都市　スケール	フィールド／陣地		都市	回復印		回復																																	
リーザス１.１５１０							都市	"\"""																																			
リーザス１.１５１０.選択分岐.分岐前			自由都市平原	自由都市	フィールド／自由都市						ランス	今日は戦いに出ない$ある場所に行くぞ$ついてこい																															
リーザス１.１６００	２１０／４４／ビル前						000ハイパービル	"\"""																																			
リーザス１.１６００.選択分岐.分岐前			ハイパービル内	ハイパービル　１階	フィールド／遺跡						ランス	おおざっぱに$探索しながら進む																															
リーザス１.１６１０	２１０／４４／ハイパービル初						ハイパービル内	イベント印																																			
リーザス１.１６１０.選択分岐.分岐前											ランス	適当に$探索しながら進む																															
リーザス１.１６１１								自動モンスター印	m11迷宮　自動																																		
リーザス１.１６２０	２１０／４４／汎用エレベータ						210エレベータ	"\"""																																			
リーザス１.１６２０.選択分岐.分岐前											あてな２号	うぃぃぃーーーん																															
リーザス１.１６２１				ハイパービル　１５階			210エレベータ																																				
リーザス１.１６２１.選択分岐.分岐前											ランス	探索しながら進む																															
リーザス１.１６２５							ハイパービル内	モンスター印	m11バグ																																		
リーザス１.１６２５.選択分岐.分岐前											ランス	あっ、１０Ｇみっけ																															
リーザス１.１６３０	２１０／４４／昨晩のサチコ						ハイパービル内	イベント印																																			
リーザス１.１６３０.選択分岐.分岐前											ランス	ドエススキーを$捜すぞ																															
リーザス１.１６４０	２１０／４４／汎用エレベータ						210エレベータ	"\"""																																			
リーザス１.１６４０.選択分岐.分岐前											あてな２号	うぃぃぃーーーん																															
リーザス１.１６４１				ハイパービル　２１階			210エレベータ																																				
リーザス１.１６４１.選択分岐.分岐前											かなみ	大丈夫です$モンスターは近くに居ません																															
リーザス１.１６５０	２１０／４４／戦場						ハイパービル内	その頃印																																			
リーザス１.１６５０.選択分岐.分岐前											ランス	ドエススキーか・・$しらん奴だな																															
リーザス１.１６６０							ハイパービル内	女の子モンスター印	m00女Ｍ																																		
リーザス１.１６６０.選択分岐.分岐前											ランス	ドエススキーを捜すぞ$見つけて本を書かせる																															
リーザス１.１６７０	２１０／４４／エロヤックとあてな						210エロヤック	"\"""																																			
リーザス１.１６７０.選択分岐.分岐前											あてな２号	置いてけぼりいやれす																															
リーザス１.１６９０							ハイパービル内	中ボス印	m55バグ／ボス																																		
リーザス１.１６９５	２１０／４４／汎用エレベータ						210エレベータ	"\"""																																			
リーザス１.１６９５.選択分岐.分岐前											あてな２号	うぃぃぃーーーん																															
リーザス１.１６９６				ハイパービル　２８階			210エレベータ																																				
リーザス１.１６９６.選択分岐.分岐前											ランス	ドエススキーを捜すぞ$見つけて本を書かせる																															
リーザス１.１７００	２１０／４４／ドエススキー						ハイパービル内	イベント印																																			
リーザス１.１７１０							ハイパービル内	レア宝箱印		宝箱／レア																					文豪 ドエススキー												
リーザス１.１７１０.選択分岐.分岐前			街道１	リーザス	無音						ランス	用事は済んだ、帰るぞ																															
リーザス１.１８００			都市	大都市　スケール	フィールド／村		都市																																				
リーザス１.１８００.選択分岐.分岐前											ドエススキー	なんじゃと無茶言うなー$無理だ無理だ																															
リーザス１.１８０１							都市	回復印		回復																																	
リーザス１.１８０１.選択分岐.分岐前											シィル	それから３日後…																															
リーザス１.１８１０	２１０／４５／新作の噂		地下即売会	マニア洞窟内　即売会会場	ＡＤＶ／真面目		地下洞窟	イベント印																																			
リーザス１.１８１０.選択分岐.分岐前											シィル	新刊即売会の会場です$沢山の人が集まっていますよ																															
リーザス１.１８２０	２１０／４５／ハウゼル戦闘前		地下即売会		フィールド／優勢		地下洞窟	魔人印	m55ハウゼル／Ｂ																																		
リーザス１.１８３０	２１０／４５／ハウゼル戦闘後						地下洞窟	イベント印																																			
リーザス１.１８３０.選択分岐.分岐左						達成／Ｂ本＝１					ランス	本を見せてやる																															
リーザス１.１８３０.選択分岐.分岐前											ランス	本を見せない																															
リーザス１.１８４０	２１０／４５／ガメオベア	2					地下洞窟	イベント印																																			
リーザス１.１８５０	２１０／４５／本を見せない						地下洞窟	イベント印																																			
リーザス１.１８５０.選択分岐.分岐前			リーザス平原	リーザス							ランス	がはははは、$ハウゼルゲットー！																															
リーザス１.１８６０							街道１	難易度ＵＰ印		難易度																																	
リーザス１.１８６５	２１０／４５／戦局						街道１	その後の戦局																																			
リーザス１.１８７０							街道１	レア宝箱印		宝箱／レア																					魔人 ハウゼル												
リーザス１.１８８０	２１０／４５／ハウゼル	1					000ランス城																																				
リーザス１.２０００	２１０／８０／シルキィ倒す		野営地	リーザス軍　野営地			戦場	イベント印																																			
リーザス１.２００５							野営地	難易度ＵＰ印		難易度																																	
リーザス１.２０１０	２１０／８０／シルキィその後					シルキィの追加	野営地	イベント印																																			
リーザス１.２０２０	２１０／８０／リーザス城		リーザス城	リーザス城			000リーザス城	"\"""																																			
リーザス１.２０２０.選択分岐.分岐前											ランス	リアと遊んだ後$ランス城に戻る																															
リーザス１.２０２０.選択分岐.分岐右											ランス	このままの勢いで$もう一人の$魔人も倒す																															
リーザス１.２０３０	２１０／８０／帰る	1					ランス城廊下	その後の戦局																																			
リーザス１.２０４０	２１０／８０／レキシントンをやる		森	公園坂森	フィールド／僻地昼		ランス城廊下	イベント印																																			
リーザス１.２０４０.選択分岐.分岐前											ランス	待ってろよ$レキシントンちゃん																															
リーザス１.２０４５							森	回復印		回復																																	
リーザス１.２０４７							森	中ボス魔軍印	m33魔軍＋魔物将軍																																		
リーザス１.２０５０	２１０／８０／レキシントン登場						森	その頃印																																			
リーザス１.２０５５							森	"\"""																																			
リーザス１.２０５６								自動モンスター印	m22平原　自動																																		
リーザス１.２０５７								自動魔軍印	m22魔軍　自動																																		
リーザス１.２０５８								自動魔軍印	m22魔軍　自動																																		
リーザス１.２０５９								自動モンスター印	m22平原　自動																																		
リーザス１.２０６０	２１０／８０／レキシントン／戦闘前			－－－	フィールド／優勢		森	魔人印	m55レキシントン／Ｘ				２１０／８０／レキシントン／戦闘後																														
リーザス１.２０６５							森	難易度ＵＰ印		難易度																																	
リーザス１.２０６５.選択分岐.分岐前											ランス	むむ、難易度アップしたか																															
リーザス１.２０７０	２１０／８０／その後の戦況	1				リーザス１／魔人２クリア＝１	森	その後の戦局																																			
リーザス１.２１００	２１０／８０／ハウゼル倒す						戦場	イベント印																																			
リーザス１.２１０５							戦場	難易度ＵＰ印		難易度																																	
リーザス１.２１０５.選択分岐.分岐前			都市	大都市　スケール							ランス	凱旋じゃー！																															
リーザス１.２１１０	２１０／８０／ハウゼルその後					ハウゼルの追加	都市	イベント印																																			
リーザス１.２１２０							都市	"\"""																																			
リーザス１.２２００	２１０／４２／両方戦闘前		戦場		フィールド／優勢	ハウゼルサイゼルの追加	戦場	魔人印	m55ハウゼル＋サイゼル／Ｚ				２１０／８０／両方撃破																										達成／姉妹撃破＝５				
リーザス１.２２０１							戦場	難易度ＵＰ印		難易度																																	
リーザス１.２２０２							戦場	レア宝箱印		宝箱／レア																																	
リーザス１.２２１０	２１０／８０／使徒達						村	イベント印																																			
リーザス１.２２２０	２１０／８０／ハウゼルとサイゼル	1				リーザス１／特殊クリア＝１	000ランス城																																				
リーザス１.２４００							000城門																																				
リーザス１.２４０１							000城門																																				
リーザス１.２４０２							都市																																				
リーザス１.２４０３							野営地																																				
リーザス１.２４０４							都市																																				
リーザス１.２４０５							000城門																																				
リーザス１.２４０６							野営地																																				
リーザス２			ランス城	ランス城	フィールド／ランス城																																						
リーザス２.０００１	２１１／１／スタート					リーザス地域	000ランス城	"\"""																																			
リーザス２.０００１.選択分岐.分岐前			街道１	リーザス	フィールド／リーザス						ランス	リーザスに向けて$出発だ																															
リーザス２.０００５							街道１	"\"""																																			
リーザス２.００１０							街道１	その頃印											シルキィルート　物語=２１１／１／ハウゼルの更迭	シルキィルート　物語=２１１／１／シルキィの更迭																							
リーザス２.００１５							街道１	モンスター印	m22装甲																																		
リーザス２.００２０	２１１／１／サテラの話						街道１	イベント印																																			
リーザス２.００２０.選択分岐.分岐前											ランス	ちゃっちゃちゃっちゃー																															
リーザス２.００３０							街道１	"\"""																																			
リーザス２.００３０.選択分岐.分岐左											ランス	村に寄ってのんびり行くか？																															
リーザス２.００３０.選択分岐.分岐前											ランス	ちゃっちゃと街道！																															
リーザス２.００３０.選択分岐.分岐右											ランス	あえてイバラ道…																															
リーザス２.０３２								自動モンスター印	m22平原　自動																																		
リーザス２.０３３							森	山賊印	m22山賊																																		
リーザス２.０３４							森	山賊印	m22山賊																																		
リーザス２.０３５								自動モンスター印	m00平原　自動																																		
リーザス２.００３６							村	宝箱印		宝箱／ノーマル																																	
リーザス２.００３７							街道１	食券ＵＰ印		食券																																	
リーザス２.００４０	２１１／１／レキシントン						街道１	その頃印							魔人レキシントン																												
リーザス２.００４０.選択分岐.分岐前											ランス	さあ行くぞ																															
リーザス２.００４１							リーザス平原	中ボス印	m55中ボスＡ																																		
リーザス２.００４２							リーザス平原	アイテムＵＰ印		アイテムＵＰ																																	
リーザス２.００５０							街道１	？？？印													道中サブ	街道１																					
リーザス２.００５０.選択分岐.分岐左											立て看板	←：女モン街道																															
リーザス２.００５０.選択分岐.分岐右											立て看板	→：男モン平野																															
リーザス２.００５１							街道１	女の子モンスター印	m00女Ｍ																																		
リーザス２.０５５							街道１	女の子モンスター印	m00女Ｍ																																		
リーザス２.００６０	２１１／１／リーザス軍						街道１	その頃印																																			
リーザス２.００６０.選択分岐.分岐前											ランス	城が見えてきたぞー																															
リーザス２.０１００	２１１／１／到着		リーザス城	首都　リーザス城	フィールド／首都		000リーザス城	"\"""																																			
リーザス２.０１００.選択分岐.分岐前											ランス	今日は城に泊まって$出発は明日だ																															
リーザス２.０１１０							ランス城寝室	回復印		回復																																	
リーザス２.０１２０	２１１／２／リーザス城					メルフェイスの追加	ランス城廊下	イベント印																																			
リーザス２.０１２０.選択分岐.分岐前			リーザス平原	リーザス	フィールド／リーザス						ランス	カーソンに向けて$出発！																															
リーザス２.０１９５								自動モンスター印	m00平原　自動																																		
リーザス２.０２００	２１１／２／魔法軍						リーザス平原	イベント印																																			
リーザス２.０２００.選択分岐.分岐前											ランス	気晴らしになんかしばく																															
リーザス２.０２１０							リーザス平原	モンスター印	m11霊体																																		
リーザス２.０２１０.選択分岐.分岐前											ランス	ちょっとスッキリ																															
リーザス２.０２１５								自動モンスター印	m00飛行　自動																																		
リーザス２.０２３０	２１１／２／カーソン		都市	小都市　カーソン			都市	イベント印																																			
リーザス２.０２３０.選択分岐.分岐前			リーザス平原	魔軍支配地域	フィールド／支援						ランス	出発																															
リーザス２.０３００								自動魔軍印	m00魔軍　自動																																		
リーザス２.０３０５	２１１／２／魔物支配地にて						リーザス平原	イベント印																																			
リーザス２.０３１０							リーザス平原	"\"""																																			
リーザス２.０３１０.選択分岐.分岐前											ランス	迂回して進む																															
リーザス２.０３１０.選択分岐.分岐右											ランス	魔軍陣地を突破する																															
リーザス２.０３１５								自動モンスター印	m11平原　自動																																		
リーザス２.０３２０							魔軍野営地	魔軍印	m11魔軍																																		
リーザス２.０３３０							魔軍野営地	魔軍印	m22魔軍																																		
リーザス２.０３４０	２１１／２／幸福湧きの情報		街道１	リーザス			リーザス平原	イベント印																																			
リーザス２.０３４５								自動魔軍印	m11魔軍　自動																																		
リーザス２.０３５０	２１１／２／メルフェイスとジャロ						リーザス平原	イベント印																																			
リーザス２.０３６０							リーザス平原	"\"""																																			
リーザス２.０３７０	２１１／２／襲われている村						リーザス平原	イベント印																																			
リーザス２.０３７０.選択分岐.分岐左	２１１／２／アペムンタ村１										ランス	寄り道$アペムンタ村を助けに行く																															
リーザス２.０３７０.選択分岐.分岐右											ランス	予定通りに進み$カクテル迷宮に寄る																															
リーザス２.０３７５								自動魔軍印	m11魔軍　自動																																		
リーザス２.０４００								自動魔軍印	m11魔軍　自動																																		
リーザス２.０４０５	２１１／２／アペムンタ村２						リーザス平原	イベント印																																			
リーザス２.０４１０							リーザス平原	"\"""																																			
リーザス２.０４１０.条件分岐.分岐前												使徒オーロラがいる時																							オーロラが居る								
リーザス２.０４１０.条件分岐.分岐右												－－－																								オーロラが居る							
リーザス２.０４１５	２１１／２／オーロラ偵察						リーザス平原	その頃印																																			
リーザス２.０４１８							リーザス平原	"\"""																																			
リーザス２.０４１９							リーザス平原	食券ＵＰ印		食券																																	
リーザス２.０４２０	２１１／２／アペムンタ村戦闘前		村	アペムンタ村	フィールド／村	アペンタ村を救った＝１	村	中ボス魔軍印	m22魔軍＋魔物隊長				２１１／２／アペムンタ村戦闘後																														
リーザス２.０４３０							村	勲章ＵＰ印		勲章																																	
リーザス２.０４４０							村	レア宝箱印		宝箱／レア																																	
リーザス２.０４４０.選択分岐.分岐前			リーザス平原	魔軍支配地域	フィールド／支援						ランス	さてスケールへ向かうか																															
リーザス２.０５００	２１１／２／アペムンタ村壊滅報告						リーザス平原	イベント印																																			
リーザス２.０５００.選択分岐.分岐前											ランス	なむなむ…$可愛い子はいませんよう																															
